datetime,suction_tension (20cm),suction_tension (40cm),suction_tension (70cm),water_temperature,barometric_pressure_qfe,dew_point,water_level,inflow_linth (m3/s),outflow_limmat (m3/s),precipitation (mm),Evapotranspiration (mm),change_rate
2012-01-01 00:00:00+00:00,1.7434782608695654,1.3565217391304347,1.5043478260869565,6.023188405797101,972.3833333333332,6.369565217391305,405.9119565217392,32.03408695652174,141.30269565217392,0.1,0.03,
2012-01-08 00:00:00+00:00,1.8672619047619048,1.5125,1.6589285714285715,5.722718253968254,972.2800396825397,1.6021230158730158,405.9260357142857,42.39451785714285,130.65517261904762,50.2,0.59,3.4685335872142176e-05
2012-01-15 00:00:00+00:00,3.0351190476190477,2.6517857142857144,2.248214285714286,5.233115079365079,981.8365079365079,-0.0006547619047618168,405.8566805555556,41.335660714285716,98.24102380952381,0.0,0.72,-0.00017085664044202975
2012-01-22 00:00:00+00:00,3.7422619047619046,2.6020833333333333,2.298511904761905,4.957996031746032,975.9888293650794,-0.2620436507936506,405.81148214285713,31.670130952380955,85.36749404761905,40.099999999999994,0.89,-0.0001113654520522589
2012-01-29 00:00:00+00:00,1.9964285714285714,1.7214285714285713,1.8297619047619047,5.045565476190476,973.6417956349206,1.4223115079365078,405.82859523809526,38.18382142857143,101.41372023809525,13.7,0.19,4.217006169415782e-05
2012-02-05 00:00:00+00:00,3.7827380952380953,2.960714285714286,2.3857142857142857,4.046666666666667,975.8532142857142,-9.337738095238095,405.77660714285713,38.50127380952381,81.97443452380953,1.0,0.7,-0.00012810357832870878
2012-02-12 00:00:00+00:00,27.418400621118014,4.244047619047619,2.8869047619047623,3.0242675983436853,980.5305262249827,-12.028124568668046,405.7513792270532,40.795174171842646,78.20593271221533,0.0,0.8,-6.217193243740482e-05
2012-02-19 00:00:00+00:00,53.091071428571425,6.189880952380952,2.551488095238095,3.7192460317460316,973.7869444444444,-2.252619047619047,405.715878968254,34.09060714285714,74.82041666666666,19.0,1.19,-8.749263863694345e-05
2012-02-26 00:00:00+00:00,2.392857142857143,3.8166666666666664,1.8294642857142858,4.171428571428572,980.6990476190476,-0.2264682539682539,405.6619246031746,23.733541666666667,58.80935119047619,0.7,2.2199999999999998,-0.00013298558887220313
2012-03-04 00:00:00+00:00,3.0,2.330357142857143,1.894642857142857,4.803849206349207,976.7070238095238,2.6343452380952384,405.65717658730154,24.163261904761903,57.965624999999996,0.0,5.33,-1.1704366579934344e-05
2012-03-11 00:00:00+00:00,2.7110119047619046,2.205952380952381,2.0166666666666666,4.758353174603174,980.4918650793651,-1.1116071428571428,405.72193253968254,34.409148809523806,68.62371428571429,3.7,4.57,0.00015963221192283328
2012-03-18 00:00:00+00:00,6.060119047619048,3.6785714285714284,2.4482142857142857,6.032440476190476,978.3817261904761,3.377936507936508,405.7427698412698,33.39305952380953,68.68727380952382,1.7,11.68,5.1358578169180547e-05
2012-03-25 00:00:00+00:00,4.231625258799172,3.0296583850931675,2.162396480331263,7.254528985507245,980.3940630237603,4.401953933747412,405.75496278221436,41.05436904761905,94.5831827122153,8.8,11.8,3.0050913659707135e-05
2012-04-01 00:00:00+00:00,15.504761904761905,5.292261904761905,2.9047619047619047,7.675634920634921,974.9274603174605,2.678313492063492,405.7374107142858,51.12052380952381,75.01491071428572,0.0,17.57,-4.325780221703379e-05
2012-04-08 00:00:00+00:00,19.17202380952381,6.955357142857143,3.7166666666666663,7.28875,961.7050992063492,5.57452380952381,405.78653571428566,65.28538095238095,103.08243452380952,21.7,5.8,0.00012107584536846794
2012-04-15 00:00:00+00:00,2.7535714285714286,2.3416666666666663,1.9089285714285715,8.478472222222223,956.6701388888889,4.131746031746032,405.7806150793651,58.717499999999994,105.49644642857143,14.9,4.760000000000001,-1.4590515947432436e-05
2012-04-22 00:00:00+00:00,2.725,2.2869047619047618,1.9749999999999999,7.244265873015872,958.1320436507937,3.365982142857143,405.7726984126984,44.62956547619047,88.09045238095237,22.0,7.93,-1.9509721195354324e-05
2012-04-29 00:00:00+00:00,4.764880952380953,3.1380952380952385,2.3172619047619043,9.483035714285714,961.1680555555556,5.89265873015873,405.7917261904762,42.424303571428574,62.920125,3.6000000000000005,25.15,4.689270089452968e-05
2012-05-06 00:00:00+00:00,12.611309523809524,5.59702380952381,3.0910714285714285,11.18799603174603,964.9342261904761,8.344742063492063,405.82250000000005,96.80524404761904,130.50085714285714,27.4,13.18,7.5836463726775e-05
2012-05-13 00:00:00+00:00,3.9726190476190477,2.855952380952381,2.288690476190476,13.995833333333334,974.7874007936507,9.974107142857141,405.829871031746,105.75732738095238,139.32875595238096,37.1,17.23,1.8163191410014434e-05
2012-05-20 00:00:00+00:00,4.5511904761904765,3.0952380952380953,2.223809523809524,10.897222222222224,967.6772817460317,5.58373015873016,405.8309226190476,103.69100595238095,141.70564285714286,6.1000000000000005,18.98,2.5912023158269903e-06
2012-05-27 00:00:00+00:00,5.355952380952381,3.3672619047619046,2.3345238095238092,15.26706349206349,967.875992063492,10.786011904761905,405.8521130952381,104.25811904761905,143.76326190476192,21.2,20.27,5.221503589170062e-05
2012-06-03 00:00:00+00:00,33.46964285714286,9.752380952380951,3.5124999999999997,18.241468253968254,969.4249007936507,12.057440476190477,405.8771626984127,109.1701130952381,129.51909523809522,22.1,21.89,6.172101207879699e-05
2012-06-10 00:00:00+00:00,2.8785714285714286,2.600595238095238,2.032440476190476,18.33343253968254,966.3660714285714,11.881646825396826,406.0857936507937,151.05473214285715,216.33629761904763,89.9,6.33,0.0005140248615957965
