Stationsnummer: 2104
Stationsname: Weesen, Biäsche
DBLH-Nr: 00377
Gewässer: Linth
Exportperiode: 2019-01-01 - 2022-11-13
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Stundenmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-07 19:00:00;;35.223;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-07 20:00:00;;35.173;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-07 21:00:00;;35.096;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-07 22:00:00;;35.051;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-07 23:00:00;;34.971;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 00:00:00;;34.799;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 01:00:00;;34.738;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 02:00:00;;34.610;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 03:00:00;;34.600;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 04:00:00;;34.477;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 05:00:00;;34.438;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 06:00:00;;34.413;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 07:00:00;;34.262;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 08:00:00;;34.154;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 09:00:00;;34.263;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 10:00:00;;34.128;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 11:00:00;;33.938;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 12:00:00;;33.876;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 13:00:00;;33.743;Freigegeben, provisorische Daten
Weesen, Biäsche;2104;Abfluss;Stundenmittel;m3/s;Linth;2019-01-08 14:00:00;;33.579;Freigegeben, provisorische Daten
